pos	word	meaning
形容詞	unclean	〔宗教上の〕不浄な、汚い、不潔な
形容詞	unfair	不公平な、不正な
形容詞	unique	独特の、めずらしい
形容詞	upset	気が動転した、取り乱した
形容詞	used	使用済みの、使い古した
形容詞	useful	役に立つ
形容詞	various	様々な
形容詞	vast	広大な
形容詞	warm	暖かい
形容詞	weak	1. 弱い、かすかな / 2. （液体などが）薄い　〔たとえば weak tea の形で〕 薄いお茶
形容詞	welcome	歓迎される　〔You're welcome. の形で〕 どういたしまして
形容詞	well	（体の状態、具合が）よい、健康である
形容詞	western	西の、西部の　(Western で）欧米の
形容詞	what	1. 何の、どんな / 2. （感嘆を表して）なんという～
形容詞	which	どちらの、どの
形容詞	white	白い､白人の
形容詞	whole	（まとまった）全体の、すべての、全～
形容詞	wide	幅の広い
形容詞	wonderful	すばらしい、すてきな、みごとな
形容詞	wooden	木製の、木造の
形容詞	worried	心配した、不安な
形容詞	worse	もっと悪い〔下手な、ひどい〕《 bad の比較級》
形容詞	worst	もっとも悪い〔下手な、ひどい〕《 bad の最上級》
形容詞	worth	〔worth ～ing で〕～するだけの価値がある
形容詞	wrong	1. 間違った / 2. 具合･調子の悪い
形容詞	yellow	黄色い(の)
形容詞	young	若い
形容詞	zero	0の、ゼロの
副詞	a.m.	午前 〔6:45a.m.のように、時刻の後に付ける〕
副詞	about	約～、およそ～、だいたい、ほぼ
副詞	abroad	外国に［へ、で］
副詞	across	横切って、横断して、向こう側に
副詞	actually	実際に(は), 本当に, 現実に
副詞	again	ふたたび、もう一度、また、≪否定文で≫二度と
副詞	ago	（今から） ～前（に）
副詞	ahead	～の前方に
副詞	all	1. 〔all over～ の形で〕　～の至る所で、～一面に / 2. 〔all right の形で〕だいじょうぶな / 3. 〔All right の形で〕 よろしい。わかった。了解した。 / 4. まったく、すっかり、すべて 〔all alone の形で〕 １人ぼっちの / 5. [all about～の形で] ～次第
副詞	all right	よろしい、わかった、了解した
副詞	almost	ほとんど
副詞	alone	1人で
副詞	already	〔ふつうは肯定文で〕すでに、もう
副詞	also	〔ふつうは一般動詞の直前、be動詞・助動詞のあとに用いて〕 ～も（また）
副詞	always	いつも、常に
副詞	any	[not ～ any moreの形で]　もう～ない
副詞	anymore	〔否定文・疑問文で〕今（で）はもう・・・（でない）
副詞	anytime	いつでも
副詞	anyway	とにかく
副詞	anywhere	どこでも
副詞	around	1. ひとまわりして、巡って 、〔たとえば pass around ～の形で〕　～を順々に回す / 2. 近くに、あたりに / 3. あちこち、ぐるりと 〔たとえば run around の形で〕 走り回る / 4. およそ、約～、～ごろ、～くらい
副詞	as	《比較を表して》 〔 as A as B の形で、あとの as が接続詞 〕　Ｂと同じくらいＡな［で］
副詞	away	離れて、去って、向こうへ
副詞	back	戻って、もとの所に、戻して、かえって
副詞	before	以前に、前に、すでに
副詞	below	下の（に、を）　〔below zeroで〕氷点下
副詞	best	〔wellの最上級〕最も上手に、最もよく
副詞	better	〔well の比較級〕よりよく、より上手に
副詞	both	〔both A and B の形で〕 ＡもＢも両方とも
副詞	calmly	静かに
副詞	carefully	注意深く
副詞	certainly	確かに、きっと
副詞	certainly	もちろん、承知しました
副詞	cheerfully	元気よく、楽しそうに
副詞	clearly	はっきり（と）
副詞	close	すぐ近くで、接近して、ぴったりと
副詞	closely	じっと、一心に
副詞	deeply	深く
副詞	differently	（～と）異なって
副詞	down	1. 下へ［に］、下の方へ［に］ / 2. 落ち着いて
副詞	downstairs	階下へ（に、で）
副詞	early	(時間や時期が) 早く
副詞	easily	容易に、簡単に、たやすく、楽々、わけなく
副詞	either	1. 〔否定文の後で〕 ～もまた（…ない） / 2. （either ～ or … の形で） ～か…のどちらか
副詞	else	（その）ほかに［の］ 　 〔たとえば something else の形で〕 何かほかのもの
副詞	enough	(必要なだけ） 十分に、ちょうどよく
副詞	especially	特に、とりわけ
副詞	even	～さえ、～でも
副詞	ever	〔疑問文・否定文で〕これまでに、いつか、かつて
副詞	everywhere	いたるところに、どこでも、どこにも
副詞	exactly	（あいづちとして）そうです、全くそのとおりです
副詞	far	遠く、遠くに　〔far awayの形で〕 遠く離れて
副詞	fast	速く
副詞	finally	最後に、ついに
副詞	first	最初に、第一に
副詞	forever	永久に
副詞	forward	前へ、前方へ / 〔look forward to ～ing の形で〕～するのを楽しみにする。
副詞	hard	1. 熱心に、一生懸命に / 2. 激しく、強く
副詞	here	1. ここで［に］ / 2. 〔Here is ［are］ ～の形で〕ここに～があります / 3. 〔Here's ～ の形で〕 《物を渡して》 はい、～をどうぞ　〔Here you are. の形で〕 《物を渡して》 はい、どうぞ / 4. 〔Here we are. の形で〕 さあ、着きました
副詞	high	高く
副詞	home	家庭（故郷）へ［に］
副詞	how	1. 《状態などをたずねて》どんな状態で、どのように / 2. 《数量・程度などをたずねて》どれくらい、どれほど / 3. 《方法・手段などをたずねて》どうやって、どのように、どんなふうに / 4. 《あとに形容詞や副詞がきて》なんと
副詞	however	≪接続詞的に≫しかしながら、けれども
副詞	in	中へ［に］
副詞	incredibly	信じられないほど、すごく
副詞	indoors	屋内に(で)、家の中に（で）
副詞	instead	（その）かわりに
副詞	just	1. ちょっと、ほんの、ただ～だけ / 2. 〔過去形や現在完了形とともに用いて〕 たった今、ちょうど（～たばかりだ） / 3. ちょうど、まさに
副詞	last	最後に、一番あとに、この前
副詞	late	遅く、遅れて
副詞	later	〔late の比較級のひとつ〕あとで、～後
副詞	left	左に、左の方に
副詞	less	littleの比較級、もっと少なく
副詞	little	〔a littleの形で〕 (量・程度が)少しは、ちょっとは
副詞	long	(時間・長さ・距離が)長く
副詞	maybe	たぶん
副詞	more	もっと〔much の比較級、つづりの長い語の比較級に使う〕
副詞	most	最も〔much の最上級、つづりの長い語の最上級に使う〕
副詞	much	1. 〔very muchの形で〕とても、たいへん、すごく / 2. 〔比較級を強めて〕ずっと、はるかに
副詞	neither	(否定文のあとで）～もまた…（し）ない
副詞	never	決して～ない、今まで（一度も）～ない
副詞	next	1. 次に / 2. 〔next to ～ の形で〕～のとなりに
副詞	no	いいえ、ちがいます、まさか
副詞	north	北へ、北に
副詞	not	～でない、～（し）ない
副詞	now	1. 今、現在 / 2. さて、ところで / 3. 今すぐ / 4. そのとき、今や　*右記例文のnowは「現在」の意味。
副詞	o'clock	～時
副詞	off	《くっついた状態からはなれた状態への変化を表して》はなれて、外れて
副詞	often	よく､しばしば
副詞	OK	1.《提案・依頼などに対する返事として》よろしい、いいよ、わかった / 2. 問題ない、大丈夫
副詞	on	1.《付着を表して》離れず、しっかり　〔たとえばのHold on.形で〕（何かに）つかまって、（電話を）切らないでそのまま待って / 2.《所持･着用を表して》～を身につけて / 3.《継続を表して》先へ、進んで、続けて　〔たとえば go on の形で〕 先を進む、続ける
副詞	once	1. １度、１回 / 2. かつて、以前に
副詞	only	ただ～だけ､ほんの～にすぎない
副詞	originally	元々は、本来は
副詞	out	1. なくなって / 2. 外出して､外に［へ］ / 3. 最後まで、徹底的に
副詞	outside	外で、屋外で
副詞	over	1. 上方に / 2. 向こう側へ、超えて / 3. 終わって / 4. 倒れて、ひっくり返して 〔たとえば Turn over the page. の形で〕 ページをめくりなさい
副詞	overseas	海外へ、外国に
副詞	p.m.	午後 〔2:30 p.m.のように、時刻の後に付ける〕
副詞	past	すれ違って、通り過ぎて
副詞	perfectly	完全に、申し分なく
副詞	perhaps	たぶん
副詞	please	《人に何かを頼む時に》 ～お願いします、どうぞ～してください
副詞	precisely	正確に
副詞	quickly	急いで､速く、すぐに
副詞	quietly	静かに、黙って
副詞	quite	とても、たいへん
副詞	really	1. 非常に、実に､本当に、とても / 2.へぇ
副詞	right	まさに、ちょうど
副詞	right	右に、右側に
副詞	safely	安全に
副詞	second	第２に、２番目に
副詞	short	急に､突然　　〔cut shortで〕～を急に終わらせる
副詞	sincerely	《正式な手紙の結びのことばとして》 敬具
副詞	slowly	ゆっくりと
副詞	so	1. とても、非常に / 2. そんなに、それほど / 3. そう、そのように / 4. 〔～ and so on の形で〕 ～など
副詞	some	〔数詞の前で〕およそ～、約～
副詞	sometimes	ときどき、ときには
副詞	somewhere	どこかに、どこかで、どこかへ
副詞	soon	まもなく、すぐに
副詞	still	今でも、まだ
副詞	still	それでも
副詞	straight	まっすぐに
副詞	strongly	強く
副詞	suddenly	突然、急に、不意に
副詞	sure	《返事に用いて》 いいとも、もちろん
副詞	that	そんなに、それほど
副詞	then	1. そのあとで、それから､次に / 2. そうすれば / 3. それでは / 4. そのとき
副詞	there	1. 〔There is ［are］ ～ の形で〕 ～がある、いる / 2. そこに[で、へ]
副詞	third	３番めに、第３に
副詞	tightly	しっかりと
副詞	today	今日（は）、このごろは
副詞	together	いっしょに
副詞	tomorrow	明日（は）
副詞	tonight	今夜（は）
副詞	too	1. ～もまた、同様に / 2.あまりにも、～すぎる
副詞	truly	本当に、実に
副詞	twice	2回、2度
副詞	up	1. 上へ、上の方へ / 2. 立って、起きて、目覚めて / 3. すっかり、つきて　〔たとえば Time is up.の形で〕 もう時間です［時間切れです］
副詞	usually	たいていは、ふつうは
副詞	very	とても、非常に、たいへん
副詞	well	1. 上手に、うまく / 2. 正しく、りっぱに
副詞	when	いつ
副詞	where	どこに［で、へ］
副詞	why	なぜ、どうして
副詞	yes	1. はい、そうです / 2. そうです、そのとおりです / 3. 《呼びかけなどを受けて》はい
副詞	yesterday	昨日（は）
副詞	yet	1.〔疑問文で〕もう / 2.〔否定文で〕 まだ（～しない）
前置詞	aboard	（乗りものを使って）～に乗って
前置詞	about	《関連を表して》 ～について
前置詞	above	～の上に
前置詞	across	1. 《位置を示して》 ～の向こう側に、～を横切って、（道などを横切った）反対側に / 2. ～のいたるところに、～（の一面）に
前置詞	after	1. 《時間を表して》 ～のあとに［で］　 〔after school の形で〕 放課後 / 2. 《追求を表して》 ～を追って
前置詞	against	1. 《敵対を表して》 ～にさからって、対して / 2. 《反対を表して》 ～に反対して
前置詞	along	1. ～に沿って、～沿いに / 2. ～の上をずっと　〔たとえば　walk along the street　の形で〕　通りを歩く
前置詞	among	～の中で［に］、～の間で［に］
前置詞	around	1. ～の周りに［で］ / 2. ～中（ちゅう）に［で］、～のあちらこちらに［で］、いたるところに［で］
前置詞	as	～として
前置詞	at	1. 《時の一点を表して》 ～に、～時に / 2. 《方向・対象を表して》 ～を 〔たとえば look at ～ の形で〕 ～を見る / 3. 《場所を表して》～で、～に　〔たとえば at home の形で〕 自宅で　 / 4. ～に関して、～の点において、～の点で
前置詞	before	《時間を表して》 ～（より）前に［の］
前置詞	behind	～の後ろに、～の陰に
前置詞	beside	～のそばに
前置詞	between	《場所・時間・関係を表して》 ～の間に［で、の］
前置詞	by	1. 《動作主を示して》 ～によって、～による〔主に受け身の文で〕 / 2. 《位置を表して》 ～のそばに / 3. 《交通・通信などの手段を示して》 ～で、～によって　 / 4. ～までには / 5. ～にもとづいて
前置詞	down	～の下へ［に］、～を通って、～に沿って
前置詞	during	《継続を表して》 ～の間は［に］
前置詞	for	1. 《用途を表して》 ～のために［の］、～用の、～にふさわしい 〔For here. の形で〕 ここで食べます《ファストフード店での会話表現》 / 2. 〔for example の形で〕 たとえば / 3. 《目的を表して》 ～を求めて 〔ask Ａ for Ｂの形で〕 Ａ［人］にＢ［ものごと］を要求する 〔look for ～の形で〕 ～をさがす / 4. 《観点・規準を表して》 ～にとっては、～にしては / 5. 《期間を表して》 ～の間（ずっと） 〔for a long timeの形で〕 長い / 6. 《利益を表して》 ～のための［に］ / 7. 《対象を示して》～に（対して） / 8. 《資格・特性を表して》 ～として / 9. 〔It is ～ for Ａ to do…〕 Ａ［人］が･･･するのは～だ / 10. ≪同等を示して≫～を意味する / 11. ≪原因・理由を表して≫～のために、～が原因で / 12. ≪方向を表して≫～へ向かって / 13. ≪支持、賛成を表して≫～に賛成して / 14. ≪代理を表して≫～のかわりに
前置詞	from	1. 《場所を示して》 ～から / 2. 《出所・起源・由来を示して》 ～から（の）、～出身の / 3. 《時間を示して》 ～から
前置詞	in	1. 《場所・空間・位置・関係を示して》～の中に［で］、～に［で］、～では、～において / 2. 《時期・期間・年代などの時を示して》～に　 / 3. 《分野・限定を示して》～に関して、～について / 4. 《時間の経過を示して》～の後に、～たって、～のうちに / 5. 《状態を示して》～の状態に［で］ / 6. 《行為の対象を示して》～を、～に対して / 7. ≪手段を示して≫～で / 8. ≪着用を示して≫～を身につけて、～を着て / 9. ≪所属を示して≫～に所属して、～に従事して
前置詞	including	（～を）含めて
前置詞	into	1. ～へ［に］, ～の中へ［に、で］ / 2. ≪状態の変化を表して≫～へ、～に（変わって、なって）
前置詞	like	～のような［に］、～に似ている、～に似た
前置詞	near	～の近くの［に、で］
前置詞	of	1. 《性質・属性・起源を表して》 ～の 〔たとえばthe leg of the tableの形で〕テーブルのあし / 2. 《単位・分量・容器などを表して》 ～の　〔たとえば a cup of coffee の形で〕一杯のコーヒー / 3. 《意味上の主語を示して》 ～の　〔たとえば the visit of an ALT〕 ALTの訪問　 / 4. 《意味上の目的語を示して》 ～の　〔たとえば her love of sports の形で〕 彼女のスポーツ愛好　　 / 5. 《同格の関係を表して》 ～の　〔たとえば the city of Goshogawara の形で〕 五所川原市 / 6. 《材料・構成物を表して》 ～の　〔たとえば a family of five の形で〕 ５人家族 / 7. 《全体に対する部分を表して》 ～の（中の） 〔たとえば a member of the baseball team の形で〕 野球部の一員 / 8.［it is A of B to～の形で］～するとはBはAである / 9.～から（離れて）　［たとえばin front of～の形で］～の前 / 10.～で（できている）、～（製）
前置詞	off	～からはなれて
前置詞	on	1. 《手段・方法を示して》 ～で　〔たとえばon TVの形で〕テレビで / 2. 《日付･曜日の前で》 ～に / 3. 《接触を表して》 （～の上）に[で]　〔たとえばa book on the desk の形で〕 机の上の本 / 4. 《状態を表して》 ～中（ちゅう）で、～して　〔たとえばの on my way to school 形で〕 学校へ行く途中で / 5. ～に面して、～に接して 〔たとえばthe building on your left〕 あなたの左手の建物 / 6. ～の一員で / 7.（影響・対象）に対して / 8.～について（の）、～に関する / 9.～で、～（のため）に[たとえばon a tripの形で]
前置詞	over	1. 《ものの上や地域一帯を覆うことを示して》～の上に［で］ / 2. 〔over＋数字の形で〕～以上の / 3. ～の中（じゅう）の［に、を］、～の一面の［に、を］
前置詞	plus	～を加えて
前置詞	since	～以来（ずっと今まで）、～から今日まで
前置詞	than	～よりも、～にくらべて
前置詞	through	1. 《原因・手段を表して》 ～によって、～を通じて / 2. 《期間を表して》 ～の間中（じゅう） / 3. 《通過・貫通》 ～を通して
前置詞	throw	～を投げる
前置詞	to	1. 《動作の対象などを表して》 ～に、～に対して / 2. 《到達点、方向、行き先など》 ～に、～へ、～まで　　 / 3. 〔原因・理由を表す不定詞で〕 ～して / 4. 〔名詞のはたらきをする不定詞で〕 ～すること　　 / 5. 〔形容詞のはたらきをする不定詞で〕 ～するための、するべき / 6. 〔目的を表す不定詞で〕 ～するために / 7. ～にとって　〔たとえば important to all of us の形で〕 私たち全員にとって重要な / 8. ～に合わせて
前置詞	toward	～の方へ、～に向かって
前置詞	under	1. ～の下に［へ、で、の］ / 2．～のもとで、～に従って
前置詞	until	～まで（ずっと）
前置詞	up	～をあがって
前置詞	upon	（基本的な意味は on とほぼ同じ）
前置詞	with	1. 《手段・道具を表して》 ～で、～を使って / 2. 《関連を表して》 ～に関して、ついて / 3. 《付随･所有･属性を表して》 ～のある、を身につけて / 4. 《相手を表して》 ～と　 / 5. 《同伴を表して》 ～といっしょに / 6. 《原因・理由を表して》～が原因で
前置詞	without	～なしで
接続詞	after	(～が…した) あとに［で］
接続詞	also	≪文頭で≫また、さらにその上
接続詞	although	～だけれど
接続詞	and	1. 〔語句を結ぶ〕 ～と… / 2. 〔文を結ぶ〕 そして～ / 3. 〔命令文のあとで〕 そうすれば / 4. 〔～and so on の形で〕 ～など / 5. [同一語を繰り返し用いて]　ますます～、どんどん～
接続詞	as	1. 《比較を表して》 〔 as A as B の形で、前の as が副詞 〕　Ｂと同じくらいＡな［で］ / 2. 《様態を表して》 ～のとおり（に） / 3. 《時を表して》 ～のとき、～しながら
接続詞	because	《理由を示して》（～が）･･･なので、（なぜなら）～が･･･だから
接続詞	before	(～が･･･する）前に
接続詞	but	1. しかし、でも、けれども、だが / 2. [not only～ but also…の形で]　ただ～だけでなくまた…
接続詞	if	《条件・仮定を表して》もし～ならば、仮に～だとすれば
接続詞	nor	～でも…でもない
接続詞	once	一旦～したからには
接続詞	or	1. 〔命令文に続けて〕そうしなければ、そうしないと / 2. 《選択を表して》 ～または・・・、～か・・・
接続詞	since	(～が・・・して）以来、してから（今まで）
接続詞	so	それで、そこで、だから
接続詞	than	～が…する［である］よりも
接続詞	that	～ということ　〔think, know, hope, say などの動詞のあとにきて、しばしば省略される〕
接続詞	until	（～が・・・する）まで（ずっと）
接続詞	when	（～する）ときに
接続詞	while	～する間に（は）
接続詞	from	1. 《場所を示して》 ～から / 2. 《出所・起源・由来を示して》 ～から（の）、～出身の / 3. 《時間を示して》 ～から
接続詞	in	1. 《場所・空間・位置・関係を示して》～の中に［で］、～に［で］、～では、～において / 2. 《時期・期間・年代などの時を示して》～に　 / 3. 《分野・限定を示して》～に関して、～について / 4. 《時間の経過を示して》～の後に、～たって、～のうちに / 5. 《状態を示して》～の状態に［で］ / 6. 《行為の対象を示して》～を、～に対して / 7. ≪手段を示して≫～で / 8. ≪着用を示して≫～を身につけて、～を着て / 9. ≪所属を示して≫～に所属して、～に従事して
接続詞	including	（～を）含めて
接続詞	into	1. ～へ［に］, ～の中へ［に、で］ / 2. ≪状態の変化を表して≫～へ、～に（変わって、なって）
接続詞	like	～のような［に］、～に似ている、～に似た
接続詞	near	～の近くの［に、で］
接続詞	of	1. 《性質・属性・起源を表して》 ～の 〔たとえばthe leg of the tableの形で〕テーブルのあし / 2. 《単位・分量・容器などを表して》 ～の　〔たとえば a cup of coffee の形で〕一杯のコーヒー / 3. 《意味上の主語を示して》 ～の　〔たとえば the visit of an ALT〕 ALTの訪問　 / 4. 《意味上の目的語を示して》 ～の　〔たとえば her love of sports の形で〕 彼女のスポーツ愛好　　 / 5. 《同格の関係を表して》 ～の　〔たとえば the city of Goshogawara の形で〕 五所川原市 / 6. 《材料・構成物を表して》 ～の　〔たとえば a family of five の形で〕 ５人家族 / 7. 《全体に対する部分を表して》 ～の（中の） 〔たとえば a member of the baseball team の形で〕 野球部の一員 / 8.［it is A of B to～の形で］～するとはBはAである / 9.～から（離れて）　［たとえばin front of～の形で］～の前 / 10.～で（できている）、～（製）
接続詞	off	～からはなれて
接続詞	on	1. 《手段・方法を示して》 ～で　〔たとえばon TVの形で〕テレビで / 2. 《日付･曜日の前で》 ～に / 3. 《接触を表して》 （～の上）に[で]　〔たとえばa book on the desk の形で〕 机の上の本 / 4. 《状態を表して》 ～中（ちゅう）で、～して　〔たとえばの on my way to school 形で〕 学校へ行く途中で / 5. ～に面して、～に接して 〔たとえばthe building on your left〕 あなたの左手の建物 / 6. ～の一員で / 7.（影響・対象）に対して / 8.～について（の）、～に関する / 9.～で、～（のため）に[たとえばon a tripの形で]
接続詞	over	1. 《ものの上や地域一帯を覆うことを示して》～の上に［で］ / 2. 〔over＋数字の形で〕～以上の / 3. ～の中（じゅう）の［に、を］、～の一面の［に、を］
接続詞	plus	～を加えて
接続詞	since	～以来（ずっと今まで）、～から今日まで
接続詞	than	～よりも、～にくらべて
接続詞	through	1. 《原因・手段を表して》 ～によって、～を通じて / 2. 《期間を表して》 ～の間中（じゅう） / 3. 《通過・貫通》 ～を通して
接続詞	throw	～を投げる
接続詞	to	1. 《動作の対象などを表して》 ～に、～に対して / 2. 《到達点、方向、行き先など》 ～に、～へ、～まで　　 / 3. 〔原因・理由を表す不定詞で〕 ～して / 4. 〔名詞のはたらきをする不定詞で〕 ～すること　　 / 5. 〔形容詞のはたらきをする不定詞で〕 ～するための、するべき / 6. 〔目的を表す不定詞で〕 ～するために / 7. ～にとって　〔たとえば important to all of us の形で〕 私たち全員にとって重要な / 8. ～に合わせて
接続詞	toward	～の方へ、～に向かって
接続詞	under	1. ～の下に［へ、で、の］ / 2．～のもとで、～に従って
接続詞	until	～まで（ずっと）
接続詞	up	～をあがって
接続詞	upon	（基本的な意味は on とほぼ同じ）
接続詞	with	1. 《手段・道具を表して》 ～で、～を使って / 2. 《関連を表して》 ～に関して、ついて / 3. 《付随･所有･属性を表して》 ～のある、を身につけて / 4. 《相手を表して》 ～と　 / 5. 《同伴を表して》 ～といっしょに / 6. 《原因・理由を表して》～が原因で
接続詞	without	～なしで
冠詞	a	1.　～というもの / 2.　～につき / 3.　1 つの、1 人の〔数えられる名詞の前に置き、ふつう訳さない〕
冠詞	an	1つの、1人の 〔母音ではじまる数えられる名詞の前に置き、ふつう訳さない〕
冠詞	the	1. 〔特定のものや前後関係で何を指すかわかる名詞の前につける〕 / 2. 〔最上級の前につける〕 / 3. 〔唯一のものの前につける〕 / 4. 〔川・複数形の国名など、特定の固有名詞とともに〕
間投詞	bye	じゃあね、バイバイ
間投詞	dear	おや、まあ
間投詞	good	《賛成・満足を表して》 よろしい、そのとおり
間投詞	goodbye	さようなら
間投詞	hello	1. こんにちは / 2. 《電話で》 もしもし 　　 / 3. やあ、あのー、もしもし
間投詞	here	《相手の注意をうながして》ほら、さあ、はい
間投詞	hey	（疑問を表して）えっ
間投詞	hi	やあ、こんにちは
間投詞	Oh	おや、まあ、おお
間投詞	OK	《注意をうながして》ええと､それでは、よろしい、いいとも
間投詞	welcome	ようこそ、いらっしゃい
間投詞	well	1. 《ためらったり、考えるために間を置くときに用いて》 ええと、そうですね、うーん / 2. 《話を切り出すときに用いて》 さて、それでは / 3. まあ
間投詞	what	《驚き、とまどいなどを表して》 えっ、何？
間投詞	wow	〔驚きや喜びを表して〕うわあ、ああ、ま
