ID	単語	品詞	意味	コロケーション	和文	英文	英文穴埋め	タグ
w1879-1	pale	形容詞	顔色の悪い	look pale	顔色が悪いよ。具合は大丈夫？	You <strong>look pale</strong>. Are you feeling well?	"You <span class=""blank"">_____ _____</span>. Are you feeling well?"	品詞:形容詞|単語:pale
w1879-2	pale	形容詞	顔色の悪い	turn pale	そのニュースを聞いて、彼は顔色が青ざめた。	He <strong>turned pale</strong> when he heard the news.	"He <span class=""blank"">_____ _____</span> when he heard the news."	品詞:形容詞|単語:pale
w1879-3	pale	形容詞	顔色の悪い	pale face	長い病気の後、彼女は顔色が悪かった。	She had a <strong>pale face</strong> after the long illness.	"She had a <span class=""blank"">_____ _____</span> after the long illness."	品詞:形容詞|単語:pale
w1880-1	paralyzed	形容詞	麻痺した	paralyzed from the waist down	彼は腰から下が麻痺してしまった。	He became <strong>paralyzed</strong> from the waist down.	"He became <span class=""blank"">_____</span> from the waist down."	品詞:形容詞|単語:paralyzed
w1880-2	paralyzed	形容詞	麻痺した	paralyzed with fear	地震の間、彼女は恐怖で体が動かなかった。	She was <strong>paralyzed with fear</strong> during the earthquake.	"She was <span class=""blank"">_____ _____ _____</span> during the earthquake."	品詞:形容詞|単語:paralyzed
w1880-3	paralyzed	形容詞	麻痺した	completely paralyzed	事故の後、彼の左腕は完全に麻痺してしまった。	His left arm was <strong>completely paralyzed</strong> after the accident.	"His left arm was <span class=""blank"">_____ _____</span> after the accident."	品詞:形容詞|単語:paralyzed
w1881-1	peaceful	形容詞	平和な、穏やかな	peaceful world	平和な世界で生きたい。	I want to live in a <strong>peaceful world</strong>.	"I want to live in a <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:peaceful
w1881-2	peaceful	形容詞	平和な、穏やかな	looks peaceful	その湖は朝、穏やかに見える。	The lake <strong>looks peaceful</strong> in the morning.	"The lake <span class=""blank"">_____ _____</span> in the morning."	品詞:形容詞|単語:peaceful
w1881-3	peaceful	形容詞	平和な、穏やかな	peaceful solution	この問題には平和的な解決策が必要だ。	We need a <strong>peaceful solution</strong> to this problem.	"We need a <span class=""blank"">_____ _____</span> to this problem."	品詞:形容詞|単語:peaceful
w1882-1	perfect	形容詞	完全な、完璧な	perfect time	今が始めるのにぴったりの時だ。	This is the <strong>perfect time</strong> to start.	"This is the <span class=""blank"">_____ _____</span> to start."	品詞:形容詞|単語:perfect
w1882-2	perfect	形容詞	完全な、完璧な	is perfect	完璧な人間なんていない。	Nobody <strong>is perfect</strong>.	"Nobody <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:perfect
w1882-3	perfect	形容詞	完全な、完璧な	perfect score	彼女はテストで満点を取った。	She got a <strong>perfect score</strong> on the test.	"She got a <span class=""blank"">_____ _____</span> on the test."	品詞:形容詞|単語:perfect
w1883-1	personal	形容詞	個人的な	personal opinion	これは私個人の意見です。	This is my <strong>personal opinion</strong>.	"This is my <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:personal
w1883-2	personal	形容詞	個人的な	personal information	個人情報は大切に守ってください。	Please keep your <strong>personal information</strong> safe.	"Please keep your <span class=""blank"">_____ _____</span> safe."	品詞:形容詞|単語:personal
w1883-3	personal	形容詞	個人的な	personal responsibility	彼女は自分のミスに個人として責任を取る。	She takes <strong>personal responsibility</strong> for her mistakes.	"She takes <span class=""blank"">_____ _____</span> for her mistakes."	品詞:形容詞|単語:personal
w1884-1	physically challenged	形容詞	身体に障害のある	Physically challenged athletes	身体に障害のあるアスリートたちが大会で競い合った。	<strong>Physically challenged athletes</strong> competed in the games.	"<span class=""blank"">_____ _____ _____</span> competed in the games."	品詞:形容詞|単語:physically challenged
w1884-2	physically challenged	形容詞	身体に障害のある	physically challenged students	私たちの学校は身体に障害のある生徒も受け入れている。	Our school welcomes <strong>physically challenged students</strong>.	"Our school welcomes <span class=""blank"">_____ _____ _____</span>."	品詞:形容詞|単語:physically challenged
w1884-3	physically challenged	形容詞	身体に障害のある	physically challenged but	彼は身体に障害があるが、とても前向きだ。	He is <strong>physically challenged but</strong> very positive.	"He is <span class=""blank"">_____ _____ _____</span> very positive."	品詞:形容詞|単語:physically challenged
w1885-1	pink	形容詞	ピンク色（の）、もも色（の）	pink dress	彼女はパーティーにピンクのドレスを着ていった。	She wore a <strong>pink dress</strong> to the party.	"She wore a <span class=""blank"">_____ _____</span> to the party."	品詞:形容詞|単語:pink
w1885-2	pink	形容詞	ピンク色（の）、もも色（の）	turned pink	夕暮れに空がピンク色に染まった。	The sky <strong>turned pink</strong> at sunset.	"The sky <span class=""blank"">_____ _____</span> at sunset."	品詞:形容詞|単語:pink
w1885-3	pink	形容詞	ピンク色（の）、もも色（の）	pink roses	彼は彼女にピンクのバラの花束を贈った。	He gave her a bunch of <strong>pink roses</strong>.	"He gave her a bunch of <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:pink
w1886-1	plastic	形容詞	プラスチック製の、ビニール製の	plastic bags	レジ袋の使用をもっと減らすべきだ。	We should use fewer <strong>plastic bags</strong>.	"We should use fewer <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:plastic
w1886-2	plastic	形容詞	プラスチック製の、ビニール製の	made of plastic	このおもちゃはプラスチック製だ。	This toy is <strong>made of plastic</strong>.	"This toy is <span class=""blank"">_____ _____ _____</span>."	品詞:形容詞|単語:plastic
w1886-3	plastic	形容詞	プラスチック製の、ビニール製の	Plastic waste	プラスチックごみは海の大きな問題だ。	<strong>Plastic waste</strong> is a big problem in the ocean.	"<span class=""blank"">_____ _____</span> is a big problem in the ocean."	品詞:形容詞|単語:plastic
w1887-1	playful	形容詞	楽しげな、陽気な	very playful	その子犬はとても陽気でエネルギーにあふれている。	The puppy is <strong>very playful</strong> and full of energy.	"The puppy is <span class=""blank"">_____ _____</span> and full of energy."	品詞:形容詞|単語:playful
w1887-2	playful	形容詞	楽しげな、陽気な	playful personality	彼女は楽しげな性格をしている。	She has a <strong>playful personality</strong>.	"She has a <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:playful
w1887-3	playful	形容詞	楽しげな、陽気な	playful smile	彼は彼女にいたずらっぽい笑顔を向けた。	He gave her a <strong>playful smile</strong>.	"He gave her a <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:playful
w1888-1	political	形容詞	政治の、政治に関する	political issues	彼女は政治問題に関心がある。	She is interested in <strong>political issues</strong>.	"She is interested in <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:political
w1888-2	political	形容詞	政治の、政治に関する	political system	日本の政治体制について学んだ。	We studied the <strong>political system</strong> of Japan.	"We studied the <span class=""blank"">_____ _____</span> of Japan."	品詞:形容詞|単語:political
w1888-3	political	形容詞	政治の、政治に関する	political leader	彼はいつか政治的リーダーになりたいと思っている。	He wants to be a <strong>political leader</strong> someday.	"He wants to be a <span class=""blank"">_____ _____</span> someday."	品詞:形容詞|単語:political
w1889-1	poor	形容詞	1. 貧しい / 2. かわいそうな、へたな / 3. 劣った、優れない	poor children	多くの貧しい子どもたちは学校に通えない。	Many <strong>poor children</strong> cannot go to school.	"Many <span class=""blank"">_____ _____</span> cannot go to school."	品詞:形容詞|単語:poor
w1889-2	poor	形容詞	1. 貧しい / 2. かわいそうな、へたな / 3. 劣った、優れない	poor family	彼は貧しい家庭で育った。	He grew up in a <strong>poor family</strong>.	"He grew up in a <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:poor
w1889-3	poor	形容詞	1. 貧しい / 2. かわいそうな、へたな / 3. 劣った、優れない	poor people	困っている貧しい人々を助けるべきだ。	We should help <strong>poor people</strong> in need.	"We should help <span class=""blank"">_____ _____</span> in need."	品詞:形容詞|単語:poor
w1890-1	pop	形容詞	大衆的な	pop music	彼女はポップミュージックを聴くのが大好きだ。	She loves listening to <strong>pop music</strong>.	"She loves listening to <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:pop
w1890-2	pop	形容詞	大衆的な	pop song	このポップソングはとても耳に残る。	This <strong>pop song</strong> is very catchy.	"This <span class=""blank"">_____ _____</span> is very catchy."	品詞:形容詞|単語:pop
w1890-3	pop	形容詞	大衆的な	Pop culture	大衆文化は10代の若者に大きな影響を与える。	<strong>Pop culture</strong> influences teenagers a lot.	"<span class=""blank"">_____ _____</span> influences teenagers a lot."	品詞:形容詞|単語:pop
w1891-1	popular	形容詞	人気がある、流行している､大衆的な	popular among	この歌手は若者の間で人気がある。	This singer is <strong>popular among</strong> young people.	"This singer is <span class=""blank"">_____ _____</span> young people."	品詞:形容詞|単語:popular
w1891-2	popular	形容詞	人気がある、流行している､大衆的な	popular sport	野球は日本でとても人気のあるスポーツだ。	Baseball is a very <strong>popular sport</strong> in Japan.	"Baseball is a very <span class=""blank"">_____ _____</span> in Japan."	品詞:形容詞|単語:popular
w1891-3	popular	形容詞	人気がある、流行している､大衆的な	became popular	そのレストランは一夜にして人気店になった。	That restaurant <strong>became popular</strong> overnight.	"That restaurant <span class=""blank"">_____ _____</span> overnight."	品詞:形容詞|単語:popular
w1892-1	positive	形容詞	積極的な、肯定的な、前向きな	stay positive	つらい日でも前向きでいるようにしよう。	Try to <strong>stay positive</strong> even on hard days.	"Try to <span class=""blank"">_____ _____</span> even on hard days."	品詞:形容詞|単語:positive
w1892-2	positive	形容詞	積極的な、肯定的な、前向きな	positive attitude	彼女は何事にも積極的な姿勢を持っている。	She has a <strong>positive attitude</strong> toward everything.	"She has a <span class=""blank"">_____ _____</span> toward everything."	品詞:形容詞|単語:positive
w1892-3	positive	形容詞	積極的な、肯定的な、前向きな	positive effect	運動は健康に良い影響を与える。	Exercise has a <strong>positive effect</strong> on your health.	"Exercise has a <span class=""blank"">_____ _____</span> on your health."	品詞:形容詞|単語:positive
w1893-1	possible	形容詞	可能な、実行できる	Is it possible	これを明日までに終わらせることは可能ですか？	<strong>Is it possible</strong> to finish this by tomorrow?	"<span class=""blank"">_____ _____ _____</span> to finish this by tomorrow?"	品詞:形容詞|単語:possible
w1893-2	possible	形容詞	可能な、実行できる	as soon as possible	できるだけ早く来てください。	Please come <strong>as soon as possible</strong>.	"Please come <span class=""blank"">_____ _____ _____ _____</span>."	品詞:形容詞|単語:possible
w1893-3	possible	形容詞	可能な、実行できる	Anything is possible	一生懸命努力すれば何でも可能だ。	<strong>Anything is possible</strong> if you work hard.	"<span class=""blank"">_____ _____ _____</span> if you work hard."	品詞:形容詞|単語:possible
w1894-1	powerful	形容詞	力強い、迫力のある	powerful speech	彼女はイベントで力強いスピーチをした。	She gave a <strong>powerful speech</strong> at the event.	"She gave a <span class=""blank"">_____ _____</span> at the event."	品詞:形容詞|単語:powerful
w1894-2	powerful	形容詞	力強い、迫力のある	powerful tool	音楽は変化をもたらす強力な手段になりえる。	Music can be a <strong>powerful tool</strong> for change.	"Music can be a <span class=""blank"">_____ _____</span> for change."	品詞:形容詞|単語:powerful
w1894-3	powerful	形容詞	力強い、迫力のある	powerful wind	強烈な風が木を倒した。	The <strong>powerful wind</strong> knocked down the trees.	"The <span class=""blank"">_____ _____</span> knocked down the trees."	品詞:形容詞|単語:powerful
w1895-1	pretty	形容詞	かわいい、きれいな、感じのよい	looks pretty	彼女はそのドレスを着るととてもかわいく見える。	She <strong>looks pretty</strong> in that dress.	"She <span class=""blank"">_____ _____</span> in that dress."	品詞:形容詞|単語:pretty
w1895-2	pretty	形容詞	かわいい、きれいな、感じのよい	pretty flower	なんてきれいな花なんだ！	What a <strong>pretty flower</strong>!	"What a <span class=""blank"">_____ _____</span>!"	品詞:形容詞|単語:pretty
w1895-3	pretty	形容詞	かわいい、きれいな、感じのよい	pretty amazing	丘からの眺めはかなり素晴らしい。	The view from the hill is <strong>pretty amazing</strong>.	"The view from the hill is <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:pretty
w1896-1	professional	形容詞	専門（職）の、プロの	professional soccer player	彼はプロのサッカー選手になった。	He became a <strong>professional soccer player</strong>.	"He became a <span class=""blank"">_____ _____ _____</span>."	品詞:形容詞|単語:professional
w1896-2	professional	形容詞	専門（職）の、プロの	professional manner	彼女は常にプロとしての態度で行動する。	She always acts in a <strong>professional manner</strong>.	"She always acts in a <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:professional
w1896-3	professional	形容詞	専門（職）の、プロの	professional advice	医師に専門的なアドバイスをもらうべきだ。	You should get <strong>professional advice</strong> from a doctor.	"You should get <span class=""blank"">_____ _____</span> from a doctor."	品詞:形容詞|単語:professional
w1897-1	proud	形容詞	〔be proud of ～の形で〕～に誇りを持っている	proud of	私は妹のことを誇りに思っている。	I am <strong>proud of</strong> my little sister.	"I am <span class=""blank"">_____ _____</span> my little sister."	品詞:形容詞|単語:proud
w1897-2	proud	形容詞	〔be proud of ～の形で〕～に誇りを持っている	proud of her country	彼女は自分の国に誇りを持っている。	She is <strong>proud of her country</strong>.	"She is <span class=""blank"">_____ _____ _____ _____</span>."	品詞:形容詞|単語:proud
w1897-3	proud	形容詞	〔be proud of ～の形で〕～に誇りを持っている	proud of winning	彼は賞を受賞したことを誇りに思っていた。	He was <strong>proud of winning</strong> the award.	"He was <span class=""blank"">_____ _____ _____</span> the award."	品詞:形容詞|単語:proud
w1898-1	public	形容詞	公の、公共の	public library	公共図書館は無料で利用できる。	You can use the <strong>public library</strong> for free.	"You can use the <span class=""blank"">_____ _____</span> for free."	品詞:形容詞|単語:public
w1898-2	public	形容詞	公の、公共の	in public	彼は人前でスピーチをした。	He made a speech <strong>in public</strong>.	"He made a speech <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:public
w1898-3	public	形容詞	公の、公共の	public safety	公共の安全を守らなければならない。	We should protect the <strong>public safety</strong>.	"We should protect the <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:public
w1899-1	purple	形容詞	紫色（の）	painted her room purple	彼女は自分の部屋を紫色に塗った。	She <strong>painted her room purple</strong>.	"She <span class=""blank"">_____ _____ _____ _____</span>."	品詞:形容詞|単語:purple
w1899-2	purple	形容詞	紫色（の）	purple tie	彼はパーティーに紫のネクタイをしていった。	He wore a <strong>purple tie</strong> to the party.	"He wore a <span class=""blank"">_____ _____</span> to the party."	品詞:形容詞|単語:purple
w1899-3	purple	形容詞	紫色（の）	turned purple	その花は秋に紫色に変わった。	The flowers <strong>turned purple</strong> in autumn.	"The flowers <span class=""blank"">_____ _____</span> in autumn."	品詞:形容詞|単語:purple
w1900-1	quick	形容詞	すばやい、速い	quick answer	彼女はその質問にすばやく答えた。	She gave a <strong>quick answer</strong> to the question.	"She gave a <span class=""blank"">_____ _____</span> to the question."	品詞:形容詞|単語:quick
w1900-2	quick	形容詞	すばやい、速い	quick look	地図をさっと確認しよう。	Let&#x27;s have a <strong>quick look</strong> at the map.	"Let&#x27;s have a <span class=""blank"">_____ _____</span> at the map."	品詞:形容詞|単語:quick
w1900-3	quick	形容詞	すばやい、速い	quick at	彼は数学の問題を解くのが速い。	He is <strong>quick at</strong> solving math problems.	"He is <span class=""blank"">_____ _____</span> solving math problems."	品詞:形容詞|単語:quick
w1901-1	quiet	形容詞	静かな	quiet place	勉強できる静かな場所が必要です。	I need a <strong>quiet place</strong> to study.	"I need a <span class=""blank"">_____ _____</span> to study."	品詞:形容詞|単語:quiet
w1901-2	quiet	形容詞	静かな	keep quiet	図書館では静かにしてください。	Please <strong>keep quiet</strong> in the library.	"Please <span class=""blank"">_____ _____</span> in the library."	品詞:形容詞|単語:quiet
w1901-3	quiet	形容詞	静かな	quiet down	子どもたちは夕食後にやっと静かになった。	The children finally <strong>quieted down</strong> after dinner.	"The children finally <span class=""blank"">_____ _____</span> after dinner."	品詞:形容詞|単語:quiet
w1902-1	rainy	形容詞	雨の多い、雨降りの	rainy day	雨の日は家の中にいました。	We stayed inside on a <strong>rainy day</strong>.	"We stayed inside on a <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:rainy
w1902-2	rainy	形容詞	雨の多い、雨降りの	rainy season	日本では梅雨は6月に始まります。	The <strong>rainy season</strong> starts in June in Japan.	"The <span class=""blank"">_____ _____</span> starts in June in Japan."	品詞:形容詞|単語:rainy
w1902-3	rainy	形容詞	雨の多い、雨降りの	rainy weather	雨降りの天気はあまり好きではありません。	I don&#x27;t like <strong>rainy weather</strong> very much.	"I don&#x27;t like <span class=""blank"">_____ _____</span> very much."	品詞:形容詞|単語:rainy
w1903-1	ready	形容詞	準備ができている	be ready for	明日のテストの準備はできていますか？	Are you <strong>ready</strong> for the test tomorrow?	"Are you <span class=""blank"">_____</span> for the test tomorrow?"	品詞:形容詞|単語:ready
w1903-2	ready	形容詞	準備ができている	get ready	毎朝7時に学校の準備をします。	I <strong>get ready</strong> for school at seven every morning.	"I <span class=""blank"">_____ _____</span> for school at seven every morning."	品詞:形容詞|単語:ready
w1903-3	ready	形容詞	準備ができている	ready to	彼女はもう出かける準備ができています。	She is <strong>ready to</strong> leave the house.	"She is <span class=""blank"">_____ _____</span> leave the house."	品詞:形容詞|単語:ready
w1904-1	real	形容詞	本当の、本物の	real life	この話は実話をもとにしています。	This story is based on <strong>real life</strong>.	"This story is based on <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:real
w1904-2	real	形容詞	本当の、本物の	real friend	彼はいつも助けてくれる本当の友達です。	He is a <strong>real friend</strong> who always helps me.	"He is a <span class=""blank"">_____ _____</span> who always helps me."	品詞:形容詞|単語:real
w1904-3	real	形容詞	本当の、本物の	in real	その絵を初めて実物で見ました。	I saw the painting <strong>in real</strong> for the first time.	"I saw the painting <span class=""blank"">_____ _____</span> for the first time."	品詞:形容詞|単語:real
w1905-1	red	形容詞	赤い、赤色（の）、赤	red light	赤信号では止まらなければなりません。	You must stop at a <strong>red light</strong>.	"You must stop at a <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:red
w1905-2	red	形容詞	赤い、赤色（の）、赤	turn red	葉は秋になると赤くなります。	The leaves <strong>turn red</strong> in autumn.	"The leaves <span class=""blank"">_____ _____</span> in autumn."	品詞:形容詞|単語:red
w1905-3	red	形容詞	赤い、赤色（の）、赤	red card	その選手はレッドカードをもらってフィールドを去った。	The player got a <strong>red card</strong> and left the field.	"The player got a <span class=""blank"">_____ _____</span> and left the field."	品詞:形容詞|単語:red
w1906-1	regular	形容詞	正規の、レギュラーの	regular exercise	定期的な運動は体を健康に保ちます。	<strong>Regular exercise</strong> keeps you healthy.	"<span class=""blank"">_____ _____</span> keeps you healthy."	品詞:形容詞|単語:regular
w1906-2	regular	形容詞	正規の、レギュラーの	regular customer	彼女はそのカフェの常連客です。	She is a <strong>regular customer</strong> at that café.	"She is a <span class=""blank"">_____ _____</span> at that café."	品詞:形容詞|単語:regular
w1906-3	regular	形容詞	正規の、レギュラーの	regular member	彼はチームのレギュラーメンバーになりました。	He became a <strong>regular member</strong> of the team.	"He became a <span class=""blank"">_____ _____</span> of the team."	品詞:形容詞|単語:regular
w1907-1	renewable	形容詞	〔renewable energy で〕再生可能エネルギー	renewable energy	太陽光発電は再生可能エネルギーの一種です。	Solar power is a type of <strong>renewable energy</strong>.	"Solar power is a type of <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:renewable
w1907-2	renewable	形容詞	〔renewable energy で〕再生可能エネルギー	use renewable energy	多くの国が再生可能エネルギーの活用に取り組んでいます。	Many countries are trying to <strong>use renewable energy</strong>.	"Many countries are trying to <span class=""blank"">_____ _____ _____</span>."	品詞:形容詞|単語:renewable
w1907-3	renewable	形容詞	〔renewable energy で〕再生可能エネルギー	renewable energy sources	風と水は再生可能エネルギー源です。	Wind and water are <strong>renewable energy sources</strong>.	"Wind and water are <span class=""blank"">_____ _____ _____</span>."	品詞:形容詞|単語:renewable
w1908-1	responsible	形容詞	責任を負うべき	be responsible for	自分の行動には自分で責任を持ちましょう。	You <strong>are responsible for</strong> your own actions.	"You <span class=""blank"">_____ _____ _____</span> your own actions."	品詞:形容詞|単語:responsible
w1908-2	responsible	形容詞	責任を負うべき	responsible person	彼女は職場でとても責任感のある人です。	She is a very <strong>responsible person</strong> at work.	"She is a very <span class=""blank"">_____ _____</span> at work."	品詞:形容詞|単語:responsible
w1908-3	responsible	形容詞	責任を負うべき	feel responsible	彼はそのミスに責任を感じました。	He <strong>felt responsible</strong> for the mistake.	"He <span class=""blank"">_____ _____</span> for the mistake."	品詞:形容詞|単語:responsible
w1909-1	return	形容詞	帰りの	return ticket	大阪への往復チケットを買いました。	I bought a <strong>return ticket</strong> to Osaka.	"I bought a <span class=""blank"">_____ _____</span> to Osaka."	品詞:形容詞|単語:return
w1909-2	return	形容詞	帰りの	return trip	帰りの旅では疲れていました。	We were tired on the <strong>return trip</strong>.	"We were tired on the <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:return
w1909-3	return	形容詞	帰りの	return journey	帰りの旅は2時間しかかかりませんでした。	The <strong>return journey</strong> took only two hours.	"The <span class=""blank"">_____ _____</span> took only two hours."	品詞:形容詞|単語:return
w1910-1	rich	形容詞	豊かな、金持ちの	rich in	この果物はビタミンCが豊富です。	This fruit is <strong>rich in</strong> vitamin C.	"This fruit is <span class=""blank"">_____ _____</span> vitamin C."	品詞:形容詞|単語:rich
w1910-2	rich	形容詞	豊かな、金持ちの	get rich	彼は裕福になるために一生懸命働いた。	He worked hard to <strong>get rich</strong>.	"He worked hard to <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:rich
w1910-3	rich	形容詞	豊かな、金持ちの	rich culture	日本には豊かな文化と長い歴史があります。	Japan has a <strong>rich culture</strong> and long history.	"Japan has a <span class=""blank"">_____ _____</span> and long history."	品詞:形容詞|単語:rich
w1911-1	ridiculous	形容詞	とんでもない、ばかげた	look ridiculous	その帽子をかぶると彼は滑稽に見えます。	That hat makes him <strong>look ridiculous</strong>.	"That hat makes him <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:ridiculous
w1911-2	ridiculous	形容詞	とんでもない、ばかげた	sound ridiculous	その考えは私にはとんでもないと思います。	That idea <strong>sounds ridiculous</strong> to me.	"That idea <span class=""blank"">_____ _____</span> to me."	品詞:形容詞|単語:ridiculous
w1911-3	ridiculous	形容詞	とんでもない、ばかげた	absolutely ridiculous	一晩中起きているなんて、まったくばかげています。	It is <strong>absolutely ridiculous</strong> to stay up all night.	"It is <span class=""blank"">_____ _____</span> to stay up all night."	品詞:形容詞|単語:ridiculous
w1912-1	right	形容詞	1. 正しい / 2. 健康な、正常な / 3. 〔All right.の形で〕 よろしい、わかった / 4. 右の	right answer	彼女は毎回正しい答えを出しました。	She gave the <strong>right answer</strong> every time.	"She gave the <span class=""blank"">_____ _____</span> every time."	品詞:形容詞|単語:right
w1912-2	right	形容詞	1. 正しい / 2. 健康な、正常な / 3. 〔All right.の形で〕 よろしい、わかった / 4. 右の	be right	天気についてあなたの言う通りでした。	You <strong>were right</strong> about the weather.	"You <span class=""blank"">_____ _____</span> about the weather."	品詞:形容詞|単語:right
w1912-3	right	形容詞	1. 正しい / 2. 健康な、正常な / 3. 〔All right.の形で〕 よろしい、わかった / 4. 右の	That's right	そうです、私たちは8時に出発します。	<strong>That&#x27;s right</strong>, we leave at eight.	"<span class=""blank"">_____ _____</span>, we leave at eight."	品詞:形容詞|単語:right
w1913-1	roast	形容詞	焼いた、あぶった	roast chicken	お母さんが夕食にロースト・チキンを作ってくれた。	My mom made <strong>roast chicken</strong> for dinner.	"My mom made <span class=""blank"">_____ _____</span> for dinner."	品詞:形容詞|単語:roast
w1913-2	roast	形容詞	焼いた、あぶった	roast beef	レストランでローストビーフを食べました。	We had <strong>roast beef</strong> at the restaurant.	"We had <span class=""blank"">_____ _____</span> at the restaurant."	品詞:形容詞|単語:roast
w1913-3	roast	形容詞	焼いた、あぶった	roast vegetables	オリーブオイルで焼いた野菜が好きです。	I like <strong>roast vegetables</strong> with olive oil.	"I like <span class=""blank"">_____ _____</span> with olive oil."	品詞:形容詞|単語:roast
w1914-1	round	形容詞	丸い	round table	丸いテーブルを囲んで話し合いました。	We sat around a <strong>round table</strong> and talked.	"We sat around a <span class=""blank"">_____ _____</span> and talked."	品詞:形容詞|単語:round
w1914-2	round	形容詞	丸い	round shape	今夜の月は丸い形をしています。	The moon has a <strong>round shape</strong> tonight.	"The moon has a <span class=""blank"">_____ _____</span> tonight."	品詞:形容詞|単語:round
w1914-3	round	形容詞	丸い	perfectly round	彼女は完璧に丸い円を描きました。	She drew a <strong>perfectly round</strong> circle.	"She drew a <span class=""blank"">_____ _____</span> circle."	品詞:形容詞|単語:round
w1915-1	runny	形容詞	鼻水が出る	runny nose	風邪で鼻水が出ています。	I have a <strong>runny nose</strong> because of my cold.	"I have a <span class=""blank"">_____ _____</span> because of my cold."	品詞:形容詞|単語:runny
w1915-2	runny	形容詞	鼻水が出る	have a runny nose	彼女は鼻水が出ていて少し熱があります。	She <strong>has a runny nose</strong> and a slight fever.	"She <span class=""blank"">_____ _____ _____ _____</span> and a slight fever."	品詞:形容詞|単語:runny
w1915-3	runny	形容詞	鼻水が出る	get a runny nose	春になるといつも鼻水が出ます。	I always <strong>get a runny nose</strong> in spring.	"I always <span class=""blank"">_____ _____ _____ _____</span> in spring."	品詞:形容詞|単語:runny
w1916-1	sacred	形容詞	神聖な	sacred place	この山は地元の人々にとって神聖な場所です。	This mountain is a <strong>sacred place</strong> for the local people.	"This mountain is a <span class=""blank"">_____ _____</span> for the local people."	品詞:形容詞|単語:sacred
w1916-2	sacred	形容詞	神聖な	sacred site	神聖な場所では静かにしなければなりません。	Visitors must be quiet at the <strong>sacred site</strong>.	"Visitors must be quiet at the <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:sacred
w1916-3	sacred	形容詞	神聖な	sacred tradition	彼らは毎年神聖な伝統を守っています。	They follow a <strong>sacred tradition</strong> every year.	"They follow a <span class=""blank"">_____ _____</span> every year."	品詞:形容詞|単語:sacred
w1917-1	sad	形容詞	悲しい	feel sad	親友が引っ越したとき、とても悲しかった。	I <strong>felt sad</strong> when my best friend moved away.	"I <span class=""blank"">_____ _____</span> when my best friend moved away."	品詞:形容詞|単語:sad
w1917-2	sad	形容詞	悲しい	sad story	あの映画はとても悲しいストーリーです。	That movie has a really <strong>sad story</strong>.	"That movie has a really <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:sad
w1917-3	sad	形容詞	悲しい	look sad	今日はどうしてそんなに悲しそうな顔をしているの？	Why do you look so <strong>sad</strong> today?	"Why do you look so <span class=""blank"">_____</span> today?"	品詞:形容詞|単語:sad
w1918-1	safe	形容詞	安全な	safe place	パスポートは安全な場所に保管してください。	Keep your passport in a <strong>safe place</strong>.	"Keep your passport in a <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:safe
w1918-2	safe	形容詞	安全な	stay safe	嵐の間は安全でいてください。	Please <strong>stay safe</strong> during the storm.	"Please <span class=""blank"">_____ _____</span> during the storm."	品詞:形容詞|単語:safe
w1918-3	safe	形容詞	安全な	safe to	ここで泳いでも安全ですか？	Is it <strong>safe to</strong> swim here?	"Is it <span class=""blank"">_____ _____</span> swim here?"	品詞:形容詞|単語:safe
w1919-1	same	形容詞	〔the same の形で〕 同じ、同一の	the same as	私のバッグはあなたのと同じです。	My bag is <strong>the same as</strong> yours.	"My bag is <span class=""blank"">_____ _____ _____</span> yours."	品詞:形容詞|単語:same
w1919-2	same	形容詞	〔the same の形で〕 同じ、同一の	the same time	私たちは同じ時間に到着しました。	We arrived at <strong>the same time</strong>.	"We arrived at <span class=""blank"">_____ _____ _____</span>."	品詞:形容詞|単語:same
w1919-3	same	形容詞	〔the same の形で〕 同じ、同一の	the same school	私たちは同じ学校に通っています。	We go to <strong>the same school</strong>.	"We go to <span class=""blank"">_____ _____ _____</span>."	品詞:形容詞|単語:same
