ID	日本語文	指定動詞	パーツ	正答	タグ
permit_2	その施設は来館者が写真を撮ることを許可していない。	permit	facility / visitors / take photographs	The facility does not permit visitors to take photographs.	その他の語法|allow人to～|v:permit|文型:SVO+to_do|前置詞:to
permit_3	天候が許せば試合は予定通り行われる。	permit	weather / match / scheduled	If the weather permits, the match will be held as scheduled.	その他の語法|allow人to～|v:permit|文型:SVO+to_do|前置詞:to
strike_1	突然、彼に良いアイデアが浮かんだ。	strike	good idea / suddenly	A good idea suddenly struck him.	その他の語法|occur_to/strike|v:strike|文型:SVO
strike_2	その発言がおかしいと気づいた。	strike	remark / strange	It struck me that the remark was strange.	その他の語法|occur_to/strike|v:strike|文型:SVO
strike_3	彼女に問題を別の角度から考えるというアイデアが浮かんだ。	strike	idea / different angle	The idea of looking at the problem from a different angle struck her.	その他の語法|occur_to/strike|v:strike|文型:SVO
suit_1	その赤いドレスはあなたによく似合う。	suit	red dress	The red dress suits you well.	その他の語法|suit/become|v:suit|文型:SVO
suit_2	その仕事は彼の性格に合っている。	suit	job / personality	The job suits his personality.	その他の語法|suit/become|v:suit|文型:SVO
suit_3	その色は彼女にとてもよく似合っている。	become	color	The color becomes her very well.	その他の語法|suit/become|v:become|文型:SVO
suspect_1	警察は彼が犯人だと疑っていた。	suspect	police / guilty	The police suspected that he was guilty.	その他の語法|suspect_that|v:suspect|文型:V+that
suspect_2	私は彼女が本当のことを言っていないと疑っていた。	suspect	telling / truth	I suspected that she was not telling the truth.	その他の語法|suspect_that|v:suspect|文型:V+that
suspect_3	彼らはその情報が正確でないと疑っていた。	suspect	information / accurate	They suspected that the information was not accurate.	その他の語法|suspect_that|v:suspect|文型:V+that
